organism,year,level,pc_num,n_transects,year_zero,tidalheight,years_pres,percent_cover_beta
Fucus distichus,2016,11,15.833333333333334,4,35,0.696,37,0.15833333333333333
Fucus distichus,2016,12,11.111111111111112,3,35,0.348,37,0.11111111111111112
Fucus distichus,2016,13,0,1,35,0,37,0
Fucus distichus,2019,5,0,4,38,2.784,37,0
Fucus distichus,2019,6,0,5,38,2.436,37,0
Fucus distichus,2019,7,2.1213333333333333,5,38,2.088,37,0.021213333333333334
Fucus distichus,2019,8,18.608666666666668,5,38,1.7399999999999998,37,0.18608666666666668
Fucus distichus,2019,9,24.375999999999998,5,38,1.392,37,0.24375999999999998
Fucus distichus,2019,10,25.417333333333332,5,38,1.044,37,0.2541733333333333
Fucus distichus,2019,11,12.917333333333332,5,38,0.696,37,0.1291733333333333
Fucus distichus,2019,12,11.458666666666666,5,38,0.348,37,0.11458666666666666
Fucus distichus,2019,13,0.7816666666666666,2,38,0,37,0.007816666666666666
Fucus distichus,2020,5,0,3,39,2.784,37,0
Fucus distichus,2020,6,0,3,39,2.436,37,0
Fucus distichus,2020,7,0,3,39,2.088,37,0
Fucus distichus,2020,8,19.444444444444443,3,39,1.7399999999999998,37,0.19444444444444442
Fucus distichus,2020,9,27.77777777777778,3,39,1.392,37,0.2777777777777778
Fucus distichus,2020,10,27.77777777777778,3,39,1.044,37,0.2777777777777778
Fucus distichus,2020,11,53.333333333333336,3,39,0.696,37,0.5333333333333333
Fucus distichus,2020,12,43.33333333333333,2,39,0.348,37,0.4333333333333333
Fucus distichus,2020,13,49.16666666666667,2,39,0,37,0.4916666666666667
Fucus distichus,2021,5,0,4,40,2.784,37,0
Fucus distichus,2021,6,0.7333333333333333,5,40,2.436,37,0.007333333333333333
Fucus distichus,2021,7,5.888888888888889,6,40,2.088,37,0.05888888888888889
Fucus distichus,2021,8,11.652777777777779,6,40,1.7399999999999998,37,0.11652777777777779
Fucus distichus,2021,9,16.64611111111111,6,40,1.392,37,0.16646111111111112
Fucus distichus,2021,10,18.11111111111111,6,40,1.044,37,0.1811111111111111
Fucus distichus,2021,11,15.750555555555556,6,40,0.696,37,0.15750555555555557
Fucus distichus,2021,12,1.25,5,40,0.348,37,0.0125
Fucus distichus,2021,13,0,4,40,0,37,0
Fucus distichus,2022,5,0,4,41,2.784,37,0
Fucus distichus,2022,6,1.6666666666666665,5,41,2.436,37,0.016666666666666666
Fucus distichus,2022,7,16.666666666666668,5,41,2.088,37,0.16666666666666669
Fucus distichus,2022,8,19.333333333333336,5,41,1.7399999999999998,37,0.19333333333333336
Fucus distichus,2022,9,22.400000000000002,5,41,1.392,37,0.22400000000000003
Fucus distichus,2022,10,21.983333333333334,5,41,1.044,37,0.21983333333333335
Fucus distichus,2022,11,10.546666666666667,5,41,0.696,37,0.10546666666666667
Fucus distichus,2022,12,0,5,41,0.348,37,0
Fucus distichus,2022,13,0.25,4,41,0,37,0.0025
Fucus distichus,2023,5,0,5,42,2.784,37,0
Fucus distichus,2023,6,0.2,5,42,2.436,37,0.002
Fucus distichus,2023,7,2.083333333333333,5,42,2.088,37,0.02083333333333333
Fucus distichus,2023,8,14.918000000000001,5,42,1.7399999999999998,37,0.14918
Fucus distichus,2023,9,19.792,5,42,1.392,37,0.19792
Fucus distichus,2023,10,21.8,5,42,1.044,37,0.218
Fucus distichus,2023,11,12.166666666666666,5,42,0.696,37,0.12166666666666666
Fucus distichus,2023,12,1.6666666666666667,5,42,0.348,37,0.016666666666666666
Fucus distichus,2023,13,0,5,42,0,37,0
Fucus spiralis,1982,5,0,7,1,2.784,35,0
Fucus spiralis,1982,6,0,7,1,2.436,35,0
Fucus spiralis,1982,7,0,7,1,2.088,35,0
Fucus spiralis,1982,8,0,7,1,1.7399999999999998,35,0
Fucus spiralis,1982,9,0,7,1,1.392,35,0
Fucus spiralis,1982,10,0,7,1,1.044,35,0
Fucus spiralis,1982,11,0,7,1,0.696,35,0
Fucus spiralis,1982,12,0,7,1,0.348,35,0
Fucus spiralis,1982,13,0,7,1,0,35,0
Fucus spiralis,1983,5,5.833333333333333,7,2,2.784,35,0.05833333333333333
Fucus spiralis,1983,6,1.75,7,2,2.436,35,0.0175
Fucus spiralis,1983,7,0,7,2,2.088,35,0
Fucus spiralis,1983,8,1.6666666666666667,7,2,1.7399999999999998,35,0.016666666666666666
Fucus spiralis,1983,9,0,7,2,1.392,35,0
Fucus spiralis,1983,10,0,7,2,1.044,35,0
Fucus spiralis,1983,11,0,7,2,0.696,35,0
Fucus spiralis,1983,12,0,6,2,0.348,35,0
Fucus spiralis,1984,5,0,6,3,2.784,35,0
Fucus spiralis,1984,6,2.5,6,3,2.436,35,0.025
Fucus spiralis,1984,7,0.8333333333333334,6,3,2.088,35,0.008333333333333333
Fucus spiralis,1984,8,0,6,3,1.7399999999999998,35,0
Fucus spiralis,1984,9,0,6,3,1.392,35,0
Fucus spiralis,1984,10,0,6,3,1.044,35,0
Fucus spiralis,1984,11,0,6,3,0.696,35,0
Fucus spiralis,1984,12,0,6,3,0.348,35,0
Fucus spiralis,1984,13,0,5,3,0,35,0
Fucus spiralis,1986,5,0,7,5,2.784,35,0
Fucus spiralis,1986,6,0,7,5,2.436,35,0
Fucus spiralis,1986,7,0,7,5,2.088,35,0
Fucus spiralis,1986,8,3.3333333333333335,7,5,1.7399999999999998,35,0.03333333333333333
Fucus spiralis,1986,9,0,7,5,1.392,35,0
Fucus spiralis,1986,10,0.4761904761904762,7,5,1.044,35,0.004761904761904762
Fucus spiralis,1986,11,0,7,5,0.696,35,0
Fucus spiralis,1986,12,0,7,5,0.348,35,0
Fucus spiralis,1986,13,0,5,5,0,35,0
Fucus spiralis,1987,5,0,5,6,2.784,35,0
Fucus spiralis,1987,6,2.619047619047619,7,6,2.436,35,0.02619047619047619
Fucus spiralis,1987,7,0.7142857142857143,7,6,2.088,35,0.007142857142857143
Fucus spiralis,1987,8,2.142857142857143,7,6,1.7399999999999998,35,0.02142857142857143
Fucus spiralis,1987,9,3.8095238095238098,7,6,1.392,35,0.0380952380952381
Fucus spiralis,1987,10,2.142857142857143,7,6,1.044,35,0.02142857142857143
Fucus spiralis,1987,11,0,7,6,0.696,35,0
Fucus spiralis,1987,12,2.857142857142857,7,6,0.348,35,0.02857142857142857
Fucus spiralis,1987,13,0,7,6,0,35,0
Fucus spiralis,1988,5,0,6,7,2.784,35,0
Fucus spiralis,1988,6,0.6666666666666666,6,7,2.436,35,0.006666666666666666
Fucus spiralis,1988,7,1.4285714285714286,7,7,2.088,35,0.014285714285714285
Fucus spiralis,1988,8,0,7,7,1.7399999999999998,35,0
Fucus spiralis,1988,9,0,7,7,1.392,35,0
Fucus spiralis,1988,10,0,7,7,1.044,35,0
Fucus spiralis,1988,11,0,7,7,0.696,35,0
Fucus spiralis,1988,12,0,7,7,0.348,35,0
Fucus spiralis,1988,13,0,5,7,0,35,0
Fucus spiralis,1989,5,0.2,5,8,2.784,35,0.002
Fucus spiralis,1989,6,5.547619047619048,7,8,2.436,35,0.055476190476190484
Fucus spiralis,1989,7,0,7,8,2.088,35,0
Fucus spiralis,1989,8,0,7,8,1.7399999999999998,35,0
Fucus spiralis,1989,9,2.142857142857143,7,8,1.392,35,0.02142857142857143
Fucus spiralis,1989,10,2.857142857142857,7,8,1.044,35,0.02857142857142857
Fucus spiralis,1989,11,4.285714285714286,7,8,0.696,35,0.04285714285714286
Fucus spiralis,1989,12,0,6,8,0.348,35,0
Fucus spiralis,1989,13,0,4,8,0,35,0
Fucus spiralis,1990,5,0,5,9,2.784,35,0
Fucus spiralis,1990,6,2.476190476190476,7,9,2.436,35,0.02476190476190476
Fucus spiralis,1990,7,0,7,9,2.088,35,0
Fucus spiralis,1990,8,0,7,9,1.7399999999999998,35,0
Fucus spiralis,1990,9,0,7,9,1.392,35,0
Fucus spiralis,1990,10,0,7,9,1.044,35,0
Fucus spiralis,1990,11,0,7,9,0.696,35,0
Fucus spiralis,1990,12,0.5714285714285714,7,9,0.348,35,0.005714285714285714
Fucus spiralis,1990,13,0,7,9,0,35,0
Fucus spiralis,1991,5,14.75,4,10,2.784,35,0.1475
Fucus spiralis,1991,6,11.466666666666667,5,10,2.436,35,0.11466666666666667
Fucus spiralis,1991,7,1.6666666666666667,6,10,2.088,35,0.016666666666666666
Fucus spiralis,1991,8,0.2777777777777778,6,10,1.7399999999999998,35,0.002777777777777778
Fucus spiralis,1991,9,0,6,10,1.392,35,0
Fucus spiralis,1991,10,0,6,10,1.044,35,0
Fucus spiralis,1991,11,0,6,10,0.696,35,0
Fucus spiralis,1991,12,0,6,10,0.348,35,0
Fucus spiralis,1991,13,0,6,10,0,35,0
Fucus spiralis,1992,5,0,5,11,2.784,35,0
Fucus spiralis,1992,6,2.2222222222222223,6,11,2.436,35,0.022222222222222223
Fucus spiralis,1992,7,8.027777777777779,6,11,2.088,35,0.08027777777777778
Fucus spiralis,1992,8,4.7444444444444445,6,11,1.7399999999999998,35,0.04744444444444444
Fucus spiralis,1992,9,7.513888888888889,6,11,1.392,35,0.0751388888888889
Fucus spiralis,1992,10,3.333333333333333,6,11,1.044,35,0.03333333333333333
Fucus spiralis,1992,11,3.3333333333333335,6,11,0.696,35,0.03333333333333333
Fucus spiralis,1992,12,0,4,11,0.348,35,0
Fucus spiralis,1992,13,0,4,11,0,35,0
Fucus spiralis,1993,5,0,5,12,2.784,35,0
Fucus spiralis,1993,6,14.047619047619047,7,12,2.436,35,0.14047619047619048
Fucus spiralis,1993,7,8.095238095238095,7,12,2.088,35,0.08095238095238094
Fucus spiralis,1993,8,0,7,12,1.7399999999999998,35,0
Fucus spiralis,1993,9,6.6190476190476195,7,12,1.392,35,0.06619047619047619
Fucus spiralis,1993,10,0.7142857142857143,7,12,1.044,35,0.007142857142857143
Fucus spiralis,1993,11,0.4761904761904762,7,12,0.696,35,0.004761904761904762
Fucus spiralis,1993,12,0.2857142857142857,7,12,0.348,35,0.002857142857142857
Fucus spiralis,1993,13,0,5,12,0,35,0
Fucus spiralis,1994,5,0,7,13,2.784,35,0
Fucus spiralis,1994,6,0,7,13,2.436,35,0
Fucus spiralis,1994,7,2.2857142857142856,7,13,2.088,35,0.022857142857142857
Fucus spiralis,1994,8,0,7,13,1.7399999999999998,35,0
Fucus spiralis,1994,9,0,7,13,1.392,35,0
Fucus spiralis,1994,10,0,7,13,1.044,35,0
Fucus spiralis,1994,11,0,7,13,0.696,35,0
Fucus spiralis,1994,12,1.238095238095238,7,13,0.348,35,0.01238095238095238
Fucus spiralis,1994,13,0,7,13,0,35,0
Fucus spiralis,1995,5,0,3,14,2.784,35,0
Fucus spiralis,1995,6,1.0944444444444443,6,14,2.436,35,0.010944444444444444
Fucus spiralis,1995,7,1.9166666666666667,6,14,2.088,35,0.01916666666666667
Fucus spiralis,1995,8,0.1111111111111111,6,14,1.7399999999999998,35,0.0011111111111111111
Fucus spiralis,1995,9,2.3333333333333335,6,14,1.392,35,0.023333333333333334
Fucus spiralis,1995,10,1.4444444444444444,6,14,1.044,35,0.014444444444444444
Fucus spiralis,1995,11,1.1111111111111112,6,14,0.696,35,0.011111111111111112
Fucus spiralis,1995,12,0,6,14,0.348,35,0
Fucus spiralis,1995,13,0,5,14,0,35,0
Fucus spiralis,1996,5,0,4,15,2.784,35,0
Fucus spiralis,1996,6,0,3,15,2.436,35,0
Fucus spiralis,1996,7,0.25,4,15,2.088,35,0.0025
Fucus spiralis,1996,8,2,4,15,1.7399999999999998,35,0.02
Fucus spiralis,1996,9,0,4,15,1.392,35,0
Fucus spiralis,1996,10,0,4,15,1.044,35,0
Fucus spiralis,1996,11,0,4,15,0.696,35,0
Fucus spiralis,1996,12,0,3,15,0.348,35,0
Fucus spiralis,1996,13,0,2,15,0,35,0
Fucus spiralis,1997,5,0,5,16,2.784,35,0
Fucus spiralis,1997,6,0,6,16,2.436,35,0
Fucus spiralis,1997,7,9.333333333333334,6,16,2.088,35,0.09333333333333334
Fucus spiralis,1997,8,1.6666666666666667,6,16,1.7399999999999998,35,0.016666666666666666
Fucus spiralis,1997,9,0,6,16,1.392,35,0
Fucus spiralis,1997,10,2.2222222222222223,6,16,1.044,35,0.022222222222222223
Fucus spiralis,1997,11,0,6,16,0.696,35,0
Fucus spiralis,1997,12,0,6,16,0.348,35,0
Fucus spiralis,1997,13,0,4,16,0,35,0
Fucus spiralis,1998,5,0,5,17,2.784,35,0
Fucus spiralis,1998,6,0,5,17,2.436,35,0
Fucus spiralis,1998,7,6.666666666666667,7,17,2.088,35,0.06666666666666667
Fucus spiralis,1998,8,2.1904761904761907,7,17,1.7399999999999998,35,0.021904761904761906
Fucus spiralis,1998,9,3.9523809523809526,7,17,1.392,35,0.039523809523809524
Fucus spiralis,1998,10,0,7,17,1.044,35,0
Fucus spiralis,1998,11,0.9523809523809524,7,17,0.696,35,0.009523809523809525
Fucus spiralis,1998,12,0,7,17,0.348,35,0
Fucus spiralis,1998,13,0,6,17,0,35,0
Fucus spiralis,1999,5,0.25,4,18,2.784,35,0.0025
Fucus spiralis,1999,6,0.33333333333333337,5,18,2.436,35,0.0033333333333333335
Fucus spiralis,1999,7,0.4,5,18,2.088,35,0.004
Fucus spiralis,1999,8,0,5,18,1.7399999999999998,35,0
Fucus spiralis,1999,9,0,5,18,1.392,35,0
Fucus spiralis,1999,10,0,5,18,1.044,35,0
Fucus spiralis,1999,11,0,5,18,0.696,35,0
Fucus spiralis,1999,12,0,5,18,0.348,35,0
Fucus spiralis,1999,13,0,5,18,0,35,0
Fucus spiralis,2000,5,0,7,19,2.784,35,0
Fucus spiralis,2000,6,3.4285714285714284,7,19,2.436,35,0.03428571428571428
Fucus spiralis,2000,7,6.523809523809524,7,19,2.088,35,0.06523809523809523
Fucus spiralis,2000,8,0,7,19,1.7399999999999998,35,0
Fucus spiralis,2000,9,0,7,19,1.392,35,0
Fucus spiralis,2000,10,0,7,19,1.044,35,0
Fucus spiralis,2000,11,0,7,19,0.696,35,0
Fucus spiralis,2000,12,0,7,19,0.348,35,0
Fucus spiralis,2000,13,0,6,19,0,35,0
Fucus spiralis,2001,5,0,3,20,2.784,35,0
Fucus spiralis,2001,6,0,5,20,2.436,35,0
Fucus spiralis,2001,7,1.7222222222222223,6,20,2.088,35,0.017222222222222222
Fucus spiralis,2001,8,0.3333333333333333,6,20,1.7399999999999998,35,0.003333333333333333
Fucus spiralis,2001,9,0.7222222222222222,6,20,1.392,35,0.007222222222222222
Fucus spiralis,2001,10,0,6,20,1.044,35,0
Fucus spiralis,2001,11,0,6,20,0.696,35,0
Fucus spiralis,2001,12,0,6,20,0.348,35,0
Fucus spiralis,2001,13,0,6,20,0,35,0
Fucus spiralis,2002,5,0,5,21,2.784,35,0
Fucus spiralis,2002,6,0,5,21,2.436,35,0
Fucus spiralis,2002,7,0,5,21,2.088,35,0
Fucus spiralis,2002,8,0,5,21,1.7399999999999998,35,0
Fucus spiralis,2002,9,1.6733333333333333,5,21,1.392,35,0.016733333333333333
Fucus spiralis,2002,10,1.6666666666666667,5,21,1.044,35,0.016666666666666666
Fucus spiralis,2002,11,0,5,21,0.696,35,0
Fucus spiralis,2002,12,0,5,21,0.348,35,0
Fucus spiralis,2002,13,0,4,21,0,35,0
Fucus spiralis,2003,5,0,5,22,2.784,35,0
Fucus spiralis,2003,6,0.4,5,22,2.436,35,0.004
Fucus spiralis,2003,7,0.33333333333333337,5,22,2.088,35,0.0033333333333333335
Fucus spiralis,2003,8,0,5,22,1.7399999999999998,35,0
Fucus spiralis,2003,9,0,5,22,1.392,35,0
Fucus spiralis,2003,10,0,5,22,1.044,35,0
Fucus spiralis,2003,11,0,5,22,0.696,35,0
Fucus spiralis,2003,12,0,5,22,0.348,35,0
Fucus spiralis,2003,13,0,4,22,0,35,0
Fucus spiralis,2004,5,0,4,23,2.784,35,0
Fucus spiralis,2004,6,0,5,23,2.436,35,0
Fucus spiralis,2004,7,0,5,23,2.088,35,0
Fucus spiralis,2004,8,0,5,23,1.7399999999999998,35,0
Fucus spiralis,2004,9,0.7333333333333334,5,23,1.392,35,0.007333333333333334
Fucus spiralis,2004,10,0,5,23,1.044,35,0
Fucus spiralis,2004,11,0,5,23,0.696,35,0
Fucus spiralis,2004,12,0,5,23,0.348,35,0
Fucus spiralis,2004,13,0,5,23,0,35,0
Fucus spiralis,2005,5,0.3333333333333333,3,24,2.784,35,0.003333333333333333
Fucus spiralis,2005,6,0,4,24,2.436,35,0
Fucus spiralis,2005,7,0,4,24,2.088,35,0
Fucus spiralis,2005,8,0,4,24,1.7399999999999998,35,0
Fucus spiralis,2005,9,0,4,24,1.392,35,0
Fucus spiralis,2005,10,0,4,24,1.044,35,0
Fucus spiralis,2005,11,0,4,24,0.696,35,0
Fucus spiralis,2005,12,0,3,24,0.348,35,0
Fucus spiralis,2005,13,0,2,24,0,35,0
Fucus spiralis,2006,5,0,5,25,2.784,35,0
Fucus spiralis,2006,6,6.666666666666667,6,25,2.436,35,0.06666666666666667
Fucus spiralis,2006,7,2,6,25,2.088,35,0.02
Fucus spiralis,2006,8,0,6,25,1.7399999999999998,35,0
Fucus spiralis,2006,9,0,6,25,1.392,35,0
Fucus spiralis,2006,10,0,6,25,1.044,35,0
Fucus spiralis,2006,11,0,6,25,0.696,35,0
Fucus spiralis,2006,12,0,5,25,0.348,35,0
Fucus spiralis,2006,13,0,3,25,0,35,0
Fucus spiralis,2009,5,0,5,28,2.784,35,0
Fucus spiralis,2009,6,4,6,28,2.436,35,0.04
Fucus spiralis,2009,7,2.777777777777778,6,28,2.088,35,0.02777777777777778
Fucus spiralis,2009,8,0,6,28,1.7399999999999998,35,0
Fucus spiralis,2009,9,0,6,28,1.392,35,0
Fucus spiralis,2009,10,5,6,28,1.044,35,0.05
Fucus spiralis,2009,11,0,6,28,0.696,35,0
Fucus spiralis,2009,12,0,4,28,0.348,35,0
Fucus spiralis,2009,13,0,1,28,0,35,0
Fucus spiralis,2010,5,0,3,29,2.784,35,0
Fucus spiralis,2010,6,0,3,29,2.436,35,0
Fucus spiralis,2010,7,0,3,29,2.088,35,0
Fucus spiralis,2010,8,0.7777777777777778,3,29,1.7399999999999998,35,0.0077777777777777776
Fucus spiralis,2010,9,0,3,29,1.392,35,0
Fucus spiralis,2010,10,0,3,29,1.044,35,0
Fucus spiralis,2010,11,0.5555555555555556,3,29,0.696,35,0.005555555555555556
Fucus spiralis,2010,12,1.5555555555555556,3,29,0.348,35,0.015555555555555555
Fucus spiralis,2010,13,0,2,29,0,35,0
Fucus spiralis,2011,5,0,3,30,2.784,35,0
Fucus spiralis,2011,6,2.75,4,30,2.436,35,0.0275
Fucus spiralis,2011,7,0,4,30,2.088,35,0
Fucus spiralis,2011,8,3.5,4,30,1.7399999999999998,35,0.035
Fucus spiralis,2011,9,0,4,30,1.392,35,0
Fucus spiralis,2011,10,0,4,30,1.044,35,0
Fucus spiralis,2011,11,1.5,4,30,0.696,35,0.015
Fucus spiralis,2011,12,0,4,30,0.348,35,0
Fucus spiralis,2012,5,4.166666666666667,4,31,2.784,35,0.04166666666666667
Fucus spiralis,2012,6,0,4,31,2.436,35,0
Fucus spiralis,2012,7,0,4,31,2.088,35,0
Fucus spiralis,2012,8,0,4,31,1.7399999999999998,35,0
Fucus spiralis,2012,9,0,4,31,1.392,35,0
Fucus spiralis,2012,10,0,4,31,1.044,35,0
Fucus spiralis,2012,11,0,4,31,0.696,35,0
Fucus spiralis,2012,12,0,3,31,0.348,35,0
Fucus spiralis,2013,5,0,2,32,2.784,35,0
Fucus spiralis,2013,6,0,3,32,2.436,35,0
Fucus spiralis,2013,7,4.333333333333333,2,32,2.088,35,0.04333333333333333
Fucus spiralis,2013,8,0,3,32,1.7399999999999998,35,0
Fucus spiralis,2013,9,2.888888888888889,3,32,1.392,35,0.028888888888888888
Fucus spiralis,2013,10,0,3,32,1.044,35,0
Fucus spiralis,2013,11,0,3,32,0.696,35,0
Fucus spiralis,2013,12,0,3,32,0.348,35,0
Fucus spiralis,2013,13,0,2,32,0,35,0
Fucus spiralis,2014,5,2.0833333333333335,4,33,2.784,35,0.020833333333333336
Fucus spiralis,2014,6,0,4,33,2.436,35,0
Fucus spiralis,2014,7,9.083333333333334,4,33,2.088,35,0.09083333333333334
Fucus spiralis,2014,8,0,4,33,1.7399999999999998,35,0
Fucus spiralis,2014,9,1.6666666666666667,4,33,1.392,35,0.016666666666666666
Fucus spiralis,2014,10,0,4,33,1.044,35,0
Fucus spiralis,2014,11,0,4,33,0.696,35,0
Fucus spiralis,2014,12,0,4,33,0.348,35,0
Fucus spiralis,2014,13,0,2,33,0,35,0
Fucus spiralis,2015,5,0,3,34,2.784,35,0
Fucus spiralis,2015,6,0,4,34,2.436,35,0
Fucus spiralis,2015,7,0,4,34,2.088,35,0
Fucus spiralis,2015,8,0,4,34,1.7399999999999998,35,0
Fucus spiralis,2015,9,0,4,34,1.392,35,0
Fucus spiralis,2015,10,0,4,34,1.044,35,0
Fucus spiralis,2015,11,0,4,34,0.696,35,0
Fucus spiralis,2015,12,0,3,34,0.348,35,0
Fucus spiralis,2016,5,0,4,35,2.784,35,0
Fucus spiralis,2016,6,13.333333333333334,4,35,2.436,35,0.13333333333333333
Fucus spiralis,2016,7,12.083333333333332,4,35,2.088,35,0.12083333333333332
Fucus spiralis,2016,8,0,4,35,1.7399999999999998,35,0
Fucus spiralis,2016,9,0,4,35,1.392,35,0
Fucus spiralis,2016,10,0,4,35,1.044,35,0
Fucus spiralis,2016,11,0,4,35,0.696,35,0
Fucus spiralis,2016,12,0,3,35,0.348,35,0
Fucus spiralis,2016,13,0,1,35,0,35,0
Fucus spiralis,2019,5,0,4,38,2.784,35,0
Fucus spiralis,2019,6,0.20866666666666664,5,38,2.436,35,0.0020866666666666664
Fucus spiralis,2019,7,0,5,38,2.088,35,0
Fucus spiralis,2019,8,0,5,38,1.7399999999999998,35,0
Fucus spiralis,2019,9,0,5,38,1.392,35,0
Fucus spiralis,2019,10,0,5,38,1.044,35,0
Fucus spiralis,2019,11,1.042,5,38,0.696,35,0.01042
Fucus spiralis,2019,12,0,5,38,0.348,35,0
Fucus spiralis,2019,13,0,2,38,0,35,0
Fucus spiralis,2020,5,0,3,39,2.784,35,0
Fucus spiralis,2020,6,1.4444444444444444,3,39,2.436,35,0.014444444444444444
Fucus spiralis,2020,7,20.666666666666668,3,39,2.088,35,0.20666666666666667
Fucus spiralis,2020,8,0,3,39,1.7399999999999998,35,0
Fucus spiralis,2020,9,0,3,39,1.392,35,0
Fucus spiralis,2020,10,0,3,39,1.044,35,0
Fucus spiralis,2020,11,0,3,39,0.696,35,0
Fucus spiralis,2020,12,0,2,39,0.348,35,0
Fucus spiralis,2020,13,0,2,39,0,35,0
Fucus spiralis,2021,5,10.291666666666666,4,40,2.784,35,0.10291666666666666
Fucus spiralis,2021,6,1.25,5,40,2.436,35,0.0125
Fucus spiralis,2021,7,2.0666666666666664,6,40,2.088,35,0.020666666666666663
Fucus spiralis,2021,8,0,6,40,1.7399999999999998,35,0
Fucus spiralis,2021,9,0.16666666666666666,6,40,1.392,35,0.0016666666666666666
Fucus spiralis,2021,10,0,6,40,1.044,35,0
Fucus spiralis,2021,11,0,6,40,0.696,35,0
Fucus spiralis,2021,12,0,5,40,0.348,35,0
Fucus spiralis,2021,13,0,4,40,0,35,0
Fucus spiralis,2022,5,0,4,41,2.784,35,0
Fucus spiralis,2022,6,3.6666666666666665,5,41,2.436,35,0.03666666666666667
Fucus spiralis,2022,7,1.3333333333333335,5,41,2.088,35,0.013333333333333334
Fucus spiralis,2022,8,2.666666666666667,5,41,1.7399999999999998,35,0.02666666666666667
Fucus spiralis,2022,9,0,5,41,1.392,35,0
Fucus spiralis,2022,10,0,5,41,1.044,35,0
Fucus spiralis,2022,11,0,5,41,0.696,35,0
Fucus spiralis,2022,12,0,5,41,0.348,35,0
Fucus spiralis,2022,13,0,4,41,0,35,0
Fucus spiralis,2023,5,0,5,42,2.784,35,0
Fucus spiralis,2023,6,0,5,42,2.436,35,0
Fucus spiralis,2023,7,9.4,5,42,2.088,35,0.094
Fucus spiralis,2023,8,0.6253333333333334,5,42,1.7399999999999998,35,0.006253333333333334
Fucus spiralis,2023,9,0.4166666666666667,5,42,1.392,35,0.004166666666666667
Fucus spiralis,2023,10,0.26666666666666666,5,42,1.044,35,0.0026666666666666666
Fucus spiralis,2023,11,0,5,42,0.696,35,0
Fucus spiralis,2023,12,0,5,42,0.348,35,0
Fucus spiralis,2023,13,0,5,42,0,35,0
Fucus vesiculosus,1982,5,0,7,1,2.784,36,0
Fucus vesiculosus,1982,6,0,7,1,2.436,36,0
Fucus vesiculosus,1982,7,0,7,1,2.088,36,0
Fucus vesiculosus,1982,8,0,7,1,1.7399999999999998,36,0
Fucus vesiculosus,1982,9,0,7,1,1.392,36,0
Fucus vesiculosus,1982,10,0,7,1,1.044,36,0
Fucus vesiculosus,1982,11,0,7,1,0.696,36,0
Fucus vesiculosus,1982,12,0,7,1,0.348,36,0
Fucus vesiculosus,1982,13,0,7,1,0,36,0
Fucus vesiculosus,1983,5,0,7,2,2.784,36,0
Fucus vesiculosus,1983,6,0.07142857142857142,7,2,2.436,36,7.142857142857143e-4
Fucus vesiculosus,1983,7,0.42142857142857143,7,2,2.088,36,0.004214285714285715
Fucus vesiculosus,1983,8,0.8571428571428571,7,2,1.7399999999999998,36,0.00857142857142857
Fucus vesiculosus,1983,9,1.1428571428571428,7,2,1.392,36,0.011428571428571429
Fucus vesiculosus,1983,10,0,7,2,1.044,36,0
Fucus vesiculosus,1983,11,0,7,2,0.696,36,0
Fucus vesiculosus,1983,12,0,6,2,0.348,36,0
Fucus vesiculosus,1984,5,0,6,3,2.784,36,0
Fucus vesiculosus,1984,6,0,6,3,2.436,36,0
Fucus vesiculosus,1984,7,0,6,3,2.088,36,0
Fucus vesiculosus,1984,8,12.5,6,3,1.7399999999999998,36,0.125
Fucus vesiculosus,1984,9,0.08333333333333333,6,3,1.392,36,8.333333333333333e-4
Fucus vesiculosus,1984,10,0,6,3,1.044,36,0
Fucus vesiculosus,1984,11,0,6,3,0.696,36,0
Fucus vesiculosus,1984,12,0,6,3,0.348,36,0
Fucus vesiculosus,1984,13,0,5,3,0,36,0
Fucus vesiculosus,1986,5,0,7,5,2.784,36,0
Fucus vesiculosus,1986,6,2.857142857142857,7,5,2.436,36,0.02857142857142857
Fucus vesiculosus,1986,7,0,7,5,2.088,36,0
Fucus vesiculosus,1986,8,2.738095238095238,7,5,1.7399999999999998,36,0.02738095238095238
Fucus vesiculosus,1986,9,0,7,5,1.392,36,0
Fucus vesiculosus,1986,10,4.285714285714286,7,5,1.044,36,0.04285714285714286
Fucus vesiculosus,1986,11,0,7,5,0.696,36,0
Fucus vesiculosus,1986,12,0,7,5,0.348,36,0
Fucus vesiculosus,1986,13,0,5,5,0,36,0
Fucus vesiculosus,1987,5,0,5,6,2.784,36,0
Fucus vesiculosus,1987,6,0,7,6,2.436,36,0
Fucus vesiculosus,1987,7,0.7142857142857143,7,6,2.088,36,0.007142857142857143
Fucus vesiculosus,1987,8,3,7,6,1.7399999999999998,36,0.03
Fucus vesiculosus,1987,9,3.857142857142857,7,6,1.392,36,0.03857142857142857
Fucus vesiculosus,1987,10,2.4285714285714284,7,6,1.044,36,0.024285714285714285
Fucus vesiculosus,1987,11,0.42857142857142855,7,6,0.696,36,0.004285714285714285
Fucus vesiculosus,1987,12,0.8571428571428571,7,6,0.348,36,0.00857142857142857
Fucus vesiculosus,1987,13,0,7,6,0,36,0
Fucus vesiculosus,1988,5,0,6,7,2.784,36,0
Fucus vesiculosus,1988,6,0,6,7,2.436,36,0
Fucus vesiculosus,1988,7,0,7,7,2.088,36,0
