year,transect,level,replicate,both_taken
1992,19,7,2,both
1992,19,7,3,both
1992,19,8,1,both
1992,19,8,2,both
1992,19,8,3,both
1992,19,9,1,both
1992,19,9,2,both
1992,19,9,3,both
1992,19,10,1,both
1992,19,10,2,both
1992,19,10,3,both
1992,19,11,1,both
1992,19,11,2,both
1992,19,11,3,both
1992,19,12,1,both
1992,19,12,2,both
1992,19,12,3,both
1992,20,0,2,both
1992,20,0,3,both
1992,20,1,1,both
1992,20,1,2,both
1992,20,2,1,both
1992,20,2,2,both
1992,20,2,3,both
1992,20,3,1,both
1992,20,3,2,both
1992,20,3,3,both
1992,20,4,1,both
1992,20,4,2,both
1992,20,4,3,both
1992,20,5,1,both
1992,20,5,2,both
1992,20,5,3,both
1992,20,6,1,both
1992,20,6,2,both
1992,20,6,3,both
1992,20,7,1,both
1992,20,7,2,both
1992,20,7,3,both
1992,20,8,1,both
1992,20,8,2,both
1992,20,8,3,both
1992,20,9,1,both
1992,20,9,2,both
1992,20,9,3,both
1992,20,10,1,both
1992,20,10,2,both
1992,20,10,3,both
1992,20,11,1,both
1992,20,11,2,both
1992,20,11,3,both
1992,21,0,1,both
1992,21,0,2,both
1992,21,0,3,both
1992,21,1,1,both
1992,21,1,2,both
1992,21,1,3,both
1992,21,2,1,both
1992,21,2,2,both
1992,21,2,3,both
1992,21,3,1,both
1992,21,3,2,both
1992,21,3,3,both
1992,21,4,1,both
1992,21,4,2,both
1992,21,4,3,both
1992,21,5,1,both
1992,21,5,2,both
1992,21,5,3,both
1992,21,6,1,both
1992,21,6,2,both
1992,21,6,3,both
1992,21,7,1,both
1992,21,7,2,both
1992,21,7,3,both
1992,21,8,1,both
1992,21,8,2,both
1992,21,8,3,both
1992,21,9,1,both
1992,21,9,2,both
1992,21,9,3,both
1992,21,10,1,both
1992,21,10,2,both
1992,21,10,3,both
1992,21,11,1,both
1992,21,11,2,both
1992,21,11,3,both
1992,21,12,1,both
1992,21,12,2,both
1992,21,12,3,both
1992,22,0,1,both
1992,22,0,2,both
1992,22,0,3,both
1992,22,1,1,both
1992,22,1,2,both
1992,22,1,3,both
1992,22,2,1,both
1992,22,2,2,both
1992,22,2,3,both
1992,22,3,1,both
1992,22,3,2,both
1992,22,3,3,both
1992,22,4,1,both
1992,22,4,2,both
1992,22,4,3,both
1992,22,5,1,both
1992,22,5,2,both
1992,22,5,3,both
1992,22,6,1,both
1992,22,6,2,both
1992,22,6,3,both
1992,22,7,1,both
1992,22,7,2,both
1992,22,7,3,both
1992,22,8,1,both
1992,22,8,2,both
1992,22,8,3,both
1992,22,9,1,both
1992,22,9,2,both
1992,22,9,3,both
1992,22,10,1,both
1992,22,10,2,both
1992,22,10,3,both
1992,22,11,1,both
1992,22,11,2,both
1992,22,11,3,both
1992,24,3,1,both
1992,24,3,2,both
1992,24,4,1,both
1992,24,4,2,both
1992,24,4,3,both
1992,24,5,1,both
1992,24,5,3,both
1992,24,6,3,both
1992,24,7,3,both
1992,24,8,1,both
1992,24,8,2,both
1992,24,8,3,both
1992,24,9,1,both
1992,24,9,2,both
1992,24,9,3,both
1992,24,10,1,both
1992,24,10,2,both
1992,24,10,3,both
1992,24,11,1,both
1992,24,11,2,both
1992,24,11,3,both
1992,24,12,1,both
1992,24,12,2,both
1992,24,12,3,both
1992,24,13,1,both
1992,24,13,2,both
1992,24,13,3,both
1992,26,0,1,both
1992,26,0,2,both
1992,26,0,3,both
1992,26,1,1,both
1992,26,1,2,both
1992,26,1,3,both
1992,26,2,1,both
1992,26,2,2,both
1992,26,2,3,both
1992,26,3,1,both
1992,26,3,2,both
1992,26,3,3,both
1992,26,4,1,both
1992,26,4,2,both
1992,26,4,3,both
1992,26,5,1,both
1992,26,5,2,both
1992,26,5,3,both
1992,26,6,1,both
1992,26,6,2,both
1992,26,6,3,both
1992,26,7,1,both
1992,26,7,2,both
1992,26,7,3,both
1992,26,8,1,both
1992,26,8,2,both
1992,26,8,3,both
1992,26,9,1,both
1992,26,9,2,both
1992,26,9,3,both
1992,26,10,1,both
1992,26,10,2,both
1992,26,10,3,both
1992,26,11,1,both
1992,26,11,2,both
1992,26,11,3,both
1992,26,12,1,both
1992,26,12,2,both
1992,26,12,3,both
1992,26,13,1,both
1992,26,13,2,both
1992,26,13,3,both
1992,28,0,1,both
1992,28,0,2,both
1992,28,0,3,both
1992,28,1,1,both
1992,28,1,2,both
1992,28,1,3,both
1992,28,2,1,both
1992,28,2,2,both
1992,28,2,3,both
1992,28,4,1,both
1992,28,4,2,both
1992,28,4,3,both
1992,28,5,1,both
1992,28,5,2,both
1992,28,5,3,both
1992,28,6,1,both
1992,28,6,2,both
1992,28,6,3,both
1992,28,7,1,both
1992,28,7,2,both
1992,28,7,3,both
1992,28,8,1,both
1992,28,8,2,both
1992,28,8,3,both
1992,28,9,1,both
1992,28,9,2,both
1992,28,9,3,both
1992,28,10,1,both
1992,28,10,2,both
1992,28,10,3,both
1992,28,11,1,both
1992,28,11,2,both
1992,28,11,3,both
1992,28,12,1,both
1992,28,12,2,both
1992,28,12,3,both
1992,28,13,1,both
1992,28,13,2,both
1992,28,13,3,both
1993,2,1,1,both
1993,2,1,2,both
1993,2,1,3,both
1993,2,2,1,both
1993,2,2,2,both
1993,2,2,3,both
1993,2,3,1,both
1993,2,3,2,both
1993,2,3,3,both
1993,2,4,1,both
1993,2,4,2,both
1993,2,4,3,both
1993,2,5,1,both
1993,2,5,2,both
1993,2,5,3,both
1993,2,6,1,both
1993,2,6,2,both
1993,2,6,3,both
1993,2,7,1,both
1993,2,7,2,both
1993,2,7,3,both
1993,2,8,1,both
1993,2,8,2,both
1993,2,8,3,both
1993,2,9,1,both
1993,2,9,2,both
1993,2,9,3,both
1993,2,10,1,both
1993,2,10,2,both
1993,2,10,3,both
1993,2,11,1,both
1993,2,11,2,both
1993,2,11,3,both
1993,2,12,1,both
1993,2,12,2,both
1993,2,12,3,both
1993,5,4,1,both
1993,5,4,2,both
1993,5,4,3,both
1993,5,5,1,both
1993,5,5,2,both
1993,5,5,3,both
1993,5,6,1,both
1993,5,6,2,both
1993,5,6,3,both
1993,5,7,1,both
1993,5,7,2,both
1993,5,7,3,both
1993,5,8,1,both
1993,5,8,2,both
1993,5,8,3,both
1993,5,9,1,both
1993,5,9,2,both
1993,5,9,3,both
1993,5,10,1,both
1993,5,10,2,both
1993,5,10,3,both
1993,5,11,1,both
1993,5,11,2,both
1993,5,11,3,both
1993,5,12,1,both
1993,5,12,2,both
1993,5,12,3,both
1993,7,0,1,both
1993,7,0,2,both
1993,7,0,3,both
1993,7,1,1,both
1993,7,1,2,both
1993,7,1,3,both
1993,7,2,1,both
1993,7,2,2,both
1993,7,2,3,both
1993,7,3,1,both
1993,7,3,2,both
1993,7,3,3,both
1993,7,4,1,both
1993,7,4,2,both
1993,7,4,3,both
1993,7,5,1,both
1993,7,5,2,both
1993,7,5,3,both
1993,7,6,1,both
1993,7,6,2,both
1993,7,6,3,both
1993,7,7,1,both
1993,7,7,2,both
1993,7,7,3,both
1993,7,8,1,both
1993,7,8,2,both
1993,7,8,3,both
1993,7,9,1,both
1993,7,9,2,both
1993,7,9,3,both
1993,7,10,1,both
1993,7,10,2,both
1993,7,10,3,both
1993,7,11,1,both
1993,7,11,2,both
1993,7,11,3,both
1993,7,12,1,both
1993,7,12,2,both
1993,7,12,3,both
1993,7,13,1,both
1993,7,13,2,both
1993,7,13,3,both
1993,8,0,1,both
1993,8,0,2,both
1993,8,0,3,both
1993,8,1,1,both
1993,8,1,2,both
1993,8,1,3,both
1993,8,2,1,both
1993,8,2,2,both
1993,8,2,3,both
1993,8,3,1,both
1993,8,3,2,both
1993,8,3,3,both
1993,8,4,1,both
1993,8,4,2,both
1993,8,4,3,both
1993,8,5,1,both
1993,8,5,2,both
1993,8,5,3,both
1993,8,6,1,both
1993,8,6,2,both
1993,8,6,3,both
1993,8,7,1,both
1993,8,7,2,both
1993,8,7,3,both
1993,8,8,1,both
1993,8,8,2,both
1993,8,8,3,both
1993,8,9,1,both
1993,8,9,2,both
1993,8,9,3,both
1993,8,10,1,both
1993,8,10,2,both
1993,8,10,3,both
1993,8,11,1,both
1993,8,11,2,both
1993,8,11,3,both
1993,8,12,1,both
1993,8,12,2,both
1993,8,12,3,both
1993,13,-1,1,both
1993,13,-1,2,both
1993,13,-1,3,both
1993,13,0,1,both
1993,13,0,2,both
1993,13,0,3,both
1993,13,1,1,both
1993,13,1,2,both
1993,13,1,3,both
1993,13,2,1,both
1993,13,2,2,both
1993,13,2,3,both
1993,13,3,1,both
1993,13,3,2,both
1993,13,3,3,both
1993,13,4,1,both
1993,13,4,2,both
1993,13,4,3,both
1993,13,5,1,both
1993,13,5,2,both
1993,13,5,3,both
1993,13,6,1,both
1993,13,6,2,both
1993,13,6,3,both
1993,13,7,1,both
1993,13,7,2,both
1993,13,7,3,both
1993,13,8,1,both
1993,13,8,2,both
1993,13,8,3,both
1993,13,9,1,both
1993,13,9,2,both
1993,13,9,3,both
1993,13,10,1,both
1993,13,10,2,both
1993,13,10,3,both
1993,13,11,1,both
1993,13,11,2,both
1993,13,11,3,both
1993,13,12,1,both
1993,13,12,2,both
1993,13,12,3,both
1993,15,0,1,both
1993,15,0,2,both
1993,15,1,1,both
1993,15,1,2,both
1993,15,1,3,both
1993,15,2,1,both
1993,15,2,2,both
1993,15,3,1,both
1993,15,3,2,both
1993,15,3,3,both
1993,15,4,1,both
1993,15,4,2,both
1993,15,4,3,both
1993,15,6,1,both
1993,15,6,2,both
1993,15,6,3,both
1993,15,7,1,both
1993,15,7,2,both
1993,15,7,3,both
1993,15,8,1,both
1993,15,8,2,both
1993,15,8,3,both
1993,15,9,1,both
1993,15,9,2,both
1993,15,9,3,both
1993,15,10,1,both
1993,15,10,2,both
1993,15,10,3,both
1993,15,11,1,both
1993,15,11,2,both
1993,15,11,3,both
1993,15,12,1,both
1993,15,12,2,both
1993,15,12,3,both
1993,15,13,1,both
1993,15,13,2,both
1993,15,13,3,both
1993,15,15,1,both
1993,15,15,2,both
1993,15,15,3,both
1993,20,0,1,both
1993,20,0,2,both
1993,20,0,3,both
1993,20,1,1,both
1993,20,1,2,both
1993,20,1,3,both
1993,20,2,1,both
1993,20,2,2,both
1993,20,2,3,both
1993,20,3,1,both
1993,20,3,2,both
1993,20,3,3,both
1993,20,4,1,both
1993,20,4,2,both
1993,20,4,3,both
1993,20,5,1,both
1993,20,5,2,both
1993,20,5,3,both
1993,20,6,1,both
1993,20,6,2,both
1993,20,6,3,both
1993,20,7,1,both
1993,20,7,2,both
1993,20,7,3,both
1993,20,8,1,both
1993,20,8,2,both
1993,20,8,3,both
1993,20,9,1,both
1993,20,9,2,both
1993,20,9,3,both
1993,20,10,1,both
1993,20,10,2,both
1993,20,10,3,both
1993,20,11,1,both
1993,20,11,2,both
1993,20,11,3,both
1993,20,12,1,both
1993,20,12,2,both
1993,20,12,3,both
1993,22,0,1,both
1993,22,0,2,both
1993,22,0,3,both
1993,22,1,1,both
1993,22,1,2,both
1993,22,1,3,both
1993,22,2,1,both
1993,22,2,2,both
1993,22,2,3,both
1993,22,3,1,both
1993,22,3,2,both
1993,22,3,3,both
1993,22,4,1,both
1993,22,4,2,both
1993,22,4,3,both
1993,22,5,1,both
1993,22,5,2,both
1993,22,5,3,both
1993,22,6,1,both
1993,22,6,2,both
1993,22,6,3,both
1993,22,7,1,both
1993,22,7,2,both
1993,22,7,3,both
1993,22,8,1,both
1993,22,8,2,both
1993,22,8,3,both
1993,22,9,1,both
1993,22,9,2,both
1993,22,9,3,both
1993,22,10,1,both
1993,22,10,2,both
1993,22,10,3,both
1993,22,11,1,both
1993,22,11,2,both
1993,22,11,3,both
1993,22,12,1,both
1993,22,12,2,both
1993,22,12,3,both
1993,22,13,1,both
1993,24,3,3,both
1993,24,4,1,both
1993,24,4,2,both
1993,24,4,3,both
1993,24,5,1,both
1993,24,5,2,both
1993,24,5,3,both
1993,24,6,1,both
1993,24,6,2,both
1993,24,6,3,both
1993,24,7,1,both
1993,24,7,2,both
1993,24,7,3,both
1993,24,8,1,both
1993,24,8,2,both
1993,24,8,3,both
1993,24,9,1,both
1993,24,9,2,both
1993,24,9,3,both
1993,24,10,1,both
1993,24,10,2,both
1993,24,10,3,both
1993,24,11,1,both
1993,24,11,2,both
1993,24,11,3,both
1993,24,12,1,both
1993,24,12,2,both
1993,24,12,3,both
1993,26,0,1,both
1993,26,0,2,both
1993,26,0,3,both
1993,26,1,1,both
1993,26,1,2,both
1993,26,1,3,both
1993,26,2,1,both
1993,26,2,2,both
1993,26,2,3,both
1993,26,3,1,both
1993,26,3,2,both
1993,26,3,3,both
1993,26,4,1,both
1993,26,4,2,both
1993,26,4,3,both
1993,26,5,1,both
1993,26,5,2,both
1993,26,5,3,both
1993,26,6,1,both
1993,26,6,2,both
1993,26,6,3,both
1993,26,7,1,both
1993,26,7,2,both
1993,26,7,3,both
1993,26,8,1,both
1993,26,8,2,both
1993,26,8,3,both
1993,26,9,1,both
1993,26,9,2,both
1993,26,9,3,both
1993,26,10,1,both
1993,26,10,2,both
1993,26,10,3,both
1993,26,11,1,both
1993,26,11,2,both
1993,26,11,3,both
1993,26,12,1,both
1993,26,12,2,both
1993,26,12,3,both
1993,26,13,1,both
1993,26,13,2,both
1993,26,13,3,both
1993,26,14,1,both
1993,26,14,2,both
1993,26,14,3,both
1993,28,0,1,both
1993,28,0,2,both
1993,28,0,3,both
1993,28,1,1,both
1993,28,1,2,both
1993,28,1,3,both
1993,28,2,1,both
1993,28,2,2,both
1993,28,2,3,both
1993,28,3,1,both
1993,28,3,2,both
1993,28,3,3,both
1993,28,4,1,both
1993,28,4,2,both
1993,28,4,3,both
1993,28,5,1,both
1993,28,5,2,both
1993,28,5,3,both
1993,28,6,1,both
1993,28,6,2,both
1993,28,6,3,both
1993,28,7,1,both
1993,28,7,2,both
1993,28,7,3,both
1993,28,8,1,both
1993,28,8,2,both
1993,28,8,3,both
1993,28,9,1,both
1993,28,9,2,both
1993,28,9,3,both
1993,28,10,1,both
1993,28,10,2,both
1993,28,10,3,both
1993,28,11,1,both
1993,28,11,2,both
1993,28,11,3,both
1993,28,12,1,both
1993,28,12,2,both
1993,28,12,3,both
1993,28,13,1,both
1993,28,13,2,both
1993,28,13,3,both
1994,1,0,1,both
1994,1,0,2,both
1994,1,0,3,both
1994,1,1,1,both
1994,1,1,2,both
1994,1,1,3,both
1994,1,2,1,both
1994,1,2,2,both
1994,1,2,3,both
1994,1,3,1,both
1994,1,3,2,both
1994,1,3,3,both
1994,1,4,1,both
1994,1,4,2,both
1994,1,4,3,both
1994,1,5,1,both
1994,1,5,2,both
1994,1,5,3,both
1994,1,6,1,both
1994,1,6,2,both
1994,1,6,3,both
1994,1,7,1,both
1994,1,7,2,both
1994,1,7,3,both
1994,1,8,1,both
1994,1,8,2,both
1994,1,8,3,both
1994,1,9,1,both
1994,1,9,2,both
1994,1,9,3,both
1994,1,10,1,both
1994,1,10,2,both
1994,1,10,3,both
1994,1,11,1,both
1994,1,11,2,both
1994,1,11,3,both
1994,1,12,1,both
1994,1,12,2,both
1994,1,12,3,both
1994,1,13,1,both
1994,1,13,2,both
1994,1,13,3,both
1994,1,14,1,both
1994,1,14,2,both
1994,1,14,3,both
1994,2,0,1,both
1994,2,1,1,both
1994,2,1,3,both
1994,2,2,1,both
1994,2,2,2,both
1994,2,2,3,both
1994,2,3,1,both
1994,2,3,2,both
1994,2,3,3,both
1994,2,4,1,both
1994,2,4,2,both
1994,2,4,3,both
1994,2,5,1,both
1994,2,5,2,both
1994,2,5,3,both
1994,2,6,1,both
1994,2,6,2,both
1994,2,6,3,both
1994,2,7,1,both
1994,2,7,2,both
1994,2,7,3,both
1994,2,8,1,both
1994,2,8,2,both
1994,2,8,3,both
1994,2,9,1,both
1994,2,9,2,both
1994,2,9,3,both
1994,2,10,1,both
1994,2,10,2,both
1994,2,10,3,both
1994,2,11,1,both
1994,2,11,2,both
1994,2,11,3,both
1994,2,12,1,both
1994,2,12,2,both
1994,2,12,3,both
1994,2,13,1,both
1994,2,13,2,both
1994,2,13,3,both
1994,5,4,1,both
1994,5,4,2,both
1994,5,4,3,both
1994,5,5,1,both
1994,5,5,2,both
1994,5,5,3,both
1994,5,6,1,both
1994,5,6,2,both
1994,5,6,3,both
1994,5,7,1,both
1994,5,7,2,both
1994,5,7,3,both
1994,5,8,1,both
1994,5,8,2,both
1994,5,8,3,both
1994,5,9,1,both
1994,5,9,2,both
1994,5,9,3,both
1994,5,10,1,both
1994,5,10,2,both
1994,5,10,3,both
1994,5,11,1,both
1994,5,11,2,both
1994,5,11,3,both
1994,5,12,1,both
1994,5,12,2,both
1994,5,12,3,both
1994,5,13,1,both
1994,5,13,2,both
1994,5,13,3,both
1994,5,14,1,both
1994,5,14,2,both
1994,5,14,3,both
1994,7,0,1,both
1994,7,0,2,both
1994,7,0,3,both
1994,7,1,1,both
1994,7,1,2,both
1994,7,1,3,both
1994,7,2,1,both
1994,7,2,2,both
1994,7,2,3,both
1994,7,3,1,both
1994,7,3,2,both
1994,7,3,3,both
1994,7,4,1,both
1994,7,4,2,both
1994,7,4,3,both
1994,7,5,1,both
1994,7,5,2,both
1994,7,5,3,both
1994,7,6,1,both
1994,7,6,2,both
1994,7,6,3,both
1994,7,7,1,both
1994,7,7,2,both
1994,7,7,3,both
1994,7,8,1,both
1994,7,8,2,both
1994,7,8,3,both
1994,7,9,1,both
1994,7,9,2,both
1994,7,9,3,both
1994,7,10,1,both
1994,7,10,2,both
1994,7,10,3,both
1994,7,11,1,both
1994,7,11,2,both
1994,7,11,3,both
1994,7,12,1,both
1994,7,12,2,both
1994,7,12,3,both
1994,7,13,1,both
1994,7,13,2,both
1994,7,13,3,both
1994,7,14,1,both
1994,7,14,2,both
1994,7,14,3,both
1994,13,0,1,both
1994,13,0,2,both
1994,13,0,3,both
1994,13,1,1,both
1994,13,1,2,both
1994,13,1,3,both
1994,13,2,1,both
1994,13,2,2,both
1994,13,2,3,both
1994,13,3,1,both
1994,13,3,2,both
1994,13,3,3,both
1994,13,4,1,both
1994,13,4,2,both
1994,13,4,3,both
1994,13,5,1,both
1994,13,5,2,both
1994,13,5,3,both
1994,13,6,1,both
1994,13,6,2,both
1994,13,6,3,both
1994,13,7,1,both
1994,13,7,2,both
1994,13,7,3,both
1994,13,8,1,both
1994,13,8,2,both
1994,13,8,3,both
1994,13,9,1,both
1994,13,9,2,both
1994,13,9,3,both
1994,13,10,1,both
1994,13,10,2,both
1994,13,10,3,both
1994,13,11,1,both
1994,13,11,2,both
1994,13,11,3,both
1994,13,12,1,both
1994,13,12,2,both
1994,13,12,3,both
1994,13,13,1,both
1994,13,13,2,both
1994,13,13,3,both
1994,13,14,1,both
1994,13,14,2,both
1994,13,14,3,both
1994,15,0,1,both
1994,15,0,2,both
1994,15,1,1,both
1994,15,1,2,both
1994,15,1,3,both
1994,15,2,1,both
1994,15,2,2,both
1994,15,2,3,both
1994,15,3,1,both
1994,15,3,2,both
1994,15,3,3,both
1994,15,4,1,both
1994,15,4,2,both
1994,15,4,3,both
1994,15,5,1,both
1994,15,5,2,both
1994,15,5,3,both
1994,15,6,1,both
1994,15,6,2,both
1994,15,6,3,both
1994,15,7,1,both
1994,15,7,2,both
1994,15,7,3,both
1994,15,8,1,both
1994,15,8,2,both
1994,15,8,3,both
1994,15,9,1,both
1994,15,9,2,both
1994,15,9,3,both
1994,15,10,1,both
1994,15,10,2,both
1994,15,10,3,both
1994,15,11,1,both
1994,15,11,2,both
1994,15,11,3,both
1994,15,12,1,both
1994,15,12,2,both
1994,15,12,3,both
1994,15,13,1,both
1994,15,13,2,both
1994,15,13,3,both
1994,15,14,1,both
1994,15,14,2,both
1994,15,14,3,both
1994,15,15,1,both
1994,15,15,2,both
1994,17,4,2,both
1994,17,5,1,both
1994,17,5,2,both
1994,17,5,3,both
1994,17,6,1,both
1994,17,6,2,both
1994,17,6,3,both
1994,17,7,1,both
1994,17,7,2,both
1994,17,7,3,both
1994,17,8,1,both
1994,17,8,2,both
1994,17,8,3,both
1994,17,9,1,both
1994,17,9,2,both
1994,17,9,3,both
1994,17,10,1,both
1994,17,10,2,both
1994,17,10,3,both
1994,17,11,1,both
1994,17,11,2,both
1994,17,11,3,both
1994,17,12,1,both
1994,17,12,2,both
1994,17,12,3,both
1994,17,13,1,both
1994,17,13,2,both
1994,17,13,3,both
1994,17,14,1,both
1994,17,14,2,both
1994,17,14,3,both
1994,17,15,1,both
1994,20,0,2,both
1994,20,0,3,both
1994,20,1,1,both
1994,20,1,2,both
1994,20,1,3,both
1994,20,2,1,both
1994,20,2,2,both
1994,20,2,3,both
1994,20,3,1,both
1994,20,3,2,both
1994,20,3,3,both
1994,20,4,1,both
1994,20,4,2,both
1994,20,4,3,both
1994,20,5,1,both
1994,20,5,2,both
1994,20,5,3,both
1994,20,6,1,both
1994,20,6,2,both
1994,20,6,3,both
1994,20,7,1,both
1994,20,7,2,both
1994,20,7,3,both
1994,20,8,1,both
1994,20,8,2,both
1994,20,8,3,both
1994,20,9,1,both
1994,20,9,2,both
1994,20,9,3,both
1994,20,10,1,both
1994,20,10,2,both
1994,20,10,3,both
1994,20,11,1,both
1994,20,11,2,both
1994,20,11,3,both
1994,20,12,1,both
1994,20,12,2,both
1994,20,12,3,both
1994,20,13,1,both
1994,20,13,2,both
1994,20,13,3,both
1994,22,0,1,both
1994,22,0,2,both
1994,22,0,3,both
1994,22,1,1,both
1994,22,1,2,both
1994,22,1,3,both
1994,22,2,1,both
1994,22,2,2,both
1994,22,2,3,both
1994,22,3,1,both
1994,22,3,2,both
1994,22,3,3,both
1994,22,4,1,both
1994,22,4,2,both
1994,22,4,3,both
1994,22,5,1,both
1994,22,5,2,both
1994,22,5,3,both
1994,22,5,4,both
1994,22,6,1,both
1994,22,6,2,both
1994,22,6,3,both
1994,22,7,1,both
1994,22,7,2,both
1994,22,7,3,both
1994,22,8,1,both
1994,22,8,2,both
1994,22,8,3,both
1994,22,9,1,both
1994,22,9,2,both
1994,22,9,3,both
1994,22,10,1,both
1994,22,10,2,both
1994,22,10,3,both
1994,22,11,1,both
1994,22,11,2,both
1994,22,11,3,both
1994,22,12,1,both
1994,22,12,2,both
1994,22,12,3,both
1994,22,13,1,both
1994,22,13,2,both
1994,22,13,3,both
1994,22,14,1,both
1994,22,14,2,both
1994,22,14,3,both
1994,24,0,1,both
1994,24,0,2,both
1994,24,0,3,both
1994,24,1,1,both
1994,24,1,2,both
1994,24,1,3,both
1994,24,2,1,both
1994,24,2,2,both
1994,24,2,3,both
1994,24,3,1,both
1994,24,3,2,both
1994,24,3,3,both
1994,24,4,1,both
1994,24,4,2,both
1994,24,4,3,both
1994,24,5,1,both
1994,24,5,2,both
1994,24,5,3,both
1994,24,6,1,both
1994,24,6,2,both
1994,24,6,3,both
1994,24,7,1,both
1994,24,7,2,both
1994,24,7,3,both
1994,24,8,1,both
1994,24,8,2,both
1994,24,8,3,both
1994,24,9,1,both
1994,24,9,2,both
1994,24,9,3,both
1994,24,10,1,both
1994,24,10,2,both
1994,24,10,3,both
1994,24,11,1,both
1994,24,11,2,both
1994,24,11,3,both
1994,24,12,1,both
1994,24,12,2,both
1994,24,12,3,both
1994,24,13,1,both
1994,24,13,2,both
1994,24,13,3,both
1994,24,14,1,both
1994,24,14,2,both
1994,24,14,3,both
1994,26,0,1,both
1994,26,0,2,both
1994,26,0,3,both
1994,26,1,1,both
1994,26,1,2,both
1994,26,1,3,both
1994,26,2,1,both
1994,26,2,2,both
1994,26,2,3,both
1994,26,3,1,both
1994,26,3,2,both
1994,26,3,3,both
1994,26,4,1,both
1994,26,4,2,both
1994,26,4,3,both
1994,26,5,1,both
1994,26,5,2,both
1994,26,5,3,both
1994,26,6,1,both
1994,26,6,2,both
1994,26,6,3,both
1994,26,7,1,both
1994,26,7,2,both
1994,26,7,3,both
1994,26,8,1,both
1994,26,8,2,both
1994,26,8,3,both
1994,26,9,1,both
1994,26,9,2,both
1994,26,9,3,both
1994,26,10,1,both
1994,26,10,2,both
1994,26,10,3,both
1994,26,11,1,both
1994,26,11,2,both
1994,26,11,3,both
1994,26,12,1,both
1994,26,12,2,both
1994,26,12,3,both
1994,26,13,1,both
1994,26,13,2,both
1994,26,13,3,both
1994,26,14,1,both
1994,26,15,1,both
1994,28,0,1,both
1994,28,0,2,both
1994,28,0,3,both
1994,28,1,1,both
1994,28,1,2,both
1994,28,1,3,both
1994,28,2,1,both
1994,28,2,2,both
1994,28,2,3,both
1994,28,3,1,both
1994,28,3,2,both
1994,28,3,3,both
1994,28,4,1,both
1994,28,4,2,both
1994,28,4,3,both
1994,28,5,1,both
1994,28,5,2,both
1994,28,5,3,both
1994,28,6,1,both
1994,28,6,2,both
1994,28,6,3,both
1994,28,7,1,both
1994,28,7,2,both
1994,28,7,3,both
1994,28,8,1,both
1994,28,8,2,both
1994,28,8,3,both
1994,28,9,1,both
1994,28,9,2,both
1994,28,9,3,both
1994,28,10,1,both
1994,28,10,2,both
1994,28,10,3,both
1994,28,11,1,both
1994,28,11,2,both
1994,28,11,3,both
1994,28,12,1,both
1994,28,12,2,both
1994,28,12,3,both
1994,28,13,1,both
1994,28,13,2,both
1994,28,13,3,both
1994,28,14,1,both
1994,28,14,2,both
1994,28,14,3,both
1995,1,0,1,both
1995,1,0,2,both
1995,1,0,3,both
1995,1,1,1,both
1995,1,1,2,both
1995,1,1,3,both
1995,1,2,1,both
1995,1,2,2,both
1995,1,2,3,both
1995,1,3,1,both
1995,1,3,2,both
1995,1,3,3,both
1995,1,4,1,both
1995,1,4,2,both
1995,1,4,3,both
1995,1,5,1,both
1995,1,5,2,both
1995,1,5,3,both
1995,1,6,1,both
1995,1,6,2,both
1995,1,6,3,both
1995,1,7,1,both
1995,1,7,2,both
1995,1,7,3,both
1995,1,8,1,both
1995,1,8,2,both
1995,1,8,3,both
1995,1,9,1,both
1995,1,9,2,both
1995,1,9,3,both
1995,1,10,1,both
1995,1,10,2,both
1995,1,10,3,both
1995,1,11,1,both
1995,1,11,2,both
1995,1,11,3,both
1995,1,12,1,both
1995,1,12,2,both
1995,1,12,3,both
1995,1,13,1,both
1995,1,13,2,both
1995,1,13,3,both
1995,1,14,1,both
1995,1,14,2,both
1995,1,14,3,both
1995,1,15,1,both
1995,1,15,2,both
1995,1,15,3,both
1995,2,1,1,both
1995,2,2,1,both
1995,2,2,2,both
1995,2,2,3,both
1995,2,3,1,both
1995,2,3,2,both
1995,2,3,3,both
1995,2,4,1,both
1995,2,4,2,both
1995,2,4,3,both
1995,2,5,1,both
1995,2,5,2,both
1995,2,5,3,both
1995,2,6,1,both
1995,2,6,2,both
1995,2,6,3,both
1995,2,7,1,both
1995,2,7,2,both
1995,2,7,3,both
1995,2,8,1,both
1995,2,8,2,both
1995,2,8,3,both
1995,2,9,1,both
1995,2,9,2,both
1995,2,9,3,both
1995,2,10,1,both
1995,2,11,1,both
1995,2,12,1,both
1995,2,12,2,both
1995,2,12,3,both
1995,2,13,1,both
1995,2,13,2,both
1995,2,13,3,both
1995,5,2,1,both
1995,5,2,2,both
1995,5,3,1,both
1995,5,3,2,both
1995,5,4,1,both
1995,5,4,2,both
1995,5,4,3,both
1995,5,5,1,both
1995,5,5,2,both
1995,5,5,3,both
1995,5,6,1,both
1995,5,6,2,both
1995,5,6,3,both
1995,5,7,1,both
1995,5,7,2,both
1995,5,7,3,both
1995,5,8,1,both
1995,5,8,2,both
1995,5,8,3,both
1995,5,9,1,both
1995,5,9,2,both
1995,5,9,3,both
1995,5,10,1,both
1995,5,10,2,both
1995,5,10,3,both
1995,5,11,1,both
1995,5,11,2,both
1995,5,11,3,both
1995,5,12,1,both
1995,5,12,2,both
